Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,82575,2023-10-09,-0.036625693,-0.008265903,-0.011018173,21,100
Market-Adjusted Model,82581,2023-10-09,-0.07796467,-0.05440456,-0.052357149,21,100
Market-Adjusted Model,82587,2023-10-09,0.0063491999,0.0354708687,0.0319567204,21,100
Market-Adjusted Model,82598,2023-10-09,-0.029793435,-0.003910852,-0.004185914,21,100
Market-Adjusted Model,82599,2023-10-09,-0.125731016,-0.10463263,-0.100123495,21,100
Market-Adjusted Model,82621,2023-10-09,-0.049310452,-0.018558221,-0.023702932,21,100
Market-Adjusted Model,82634,2023-10-09,-0.009066616,0.0213352063,0.0165409044,21,100
Market-Adjusted Model,82637,2023-10-09,0.0077303653,0.0343713462,0.0333378857,21,100
Market-Adjusted Model,82642,2023-10-09,-0.072144656,-0.046668295,-0.046537135,21,100
Market-Adjusted Model,82646,2023-10-09,-0.079518057,-0.056387621,-0.053910537,21,100
Market-Adjusted Model,82649,2023-10-09,-0.146038011,-0.124649364,-0.120430491,21,100
Market-Adjusted Model,82651,2023-10-09,-0.049591064,-0.022474575,-0.023983544,21,100
Market-Adjusted Model,82654,2023-10-09,-0.087839377,-0.06467981,-0.062231856,21,100
Market-Adjusted Model,82656,2023-10-09,-0.048092937,-0.017171593,-0.022485416,21,100
Market-Adjusted Model,82670,2023-10-09,-0.268052534,-0.277544645,-0.242445013,21,100
Market-Adjusted Model,82694,2023-10-09,-0.082647626,-0.058375299,-0.057040106,21,100
Market-Adjusted Model,82702,2023-10-09,-0.19809073,-0.178252936,-0.17248321,21,100
Market-Adjusted Model,82743,2023-10-09,-0.105986191,-0.080327039,-0.08037867,21,100
Market-Adjusted Model,82745,2023-10-09,0.0792175469,0.1055060375,0.1048250673,21,100
Market-Adjusted Model,82747,2023-10-09,-0.101463409,-0.076528761,-0.075855889,21,100
Market-Adjusted Model,82775,2023-10-09,-0.047547288,-0.022323513,-0.021939768,21,100
Market-Adjusted Model,82777,2023-10-09,0.0026290901,0.03086073,0.0282366106,21,100
Market-Adjusted Model,82779,2023-10-09,-0.136044918,-0.102651362,-0.110437397,21,100
Market-Adjusted Model,82800,2023-10-09,-0.061019736,-0.03466001,-0.035412215,21,100
Market-Adjusted Model,82812,2023-10-09,-0.188421009,-0.173825286,-0.162813488,21,100
Market-Adjusted Model,82830,2023-10-09,-0.096457049,-0.071927291,-0.070849529,21,100
Market-Adjusted Model,82833,2023-10-09,-0.068239267,-0.043623785,-0.042631747,21,100
Market-Adjusted Model,82848,2023-10-09,-0.296211948,-0.2909734,-0.270604427,21,100
Market-Adjusted Model,82860,2023-10-09,0.129427761,0.1519058684,0.1550352815,21,100
Market-Adjusted Model,82924,2023-10-09,-0.163106522,-0.143833133,-0.137499002,21,100
Market-Adjusted Model,82932,2023-10-09,-0.164108172,-0.144755211,-0.138500652,21,100
Market-Adjusted Model,83011,2023-10-09,0.1238575603,0.1504934213,0.1494650808,21,100
Market-Adjusted Model,83112,2023-10-09,-0.0462363,-0.019003987,-0.02062878,21,100
Market-Adjusted Model,83120,2023-10-09,-0.074897583,-0.049934587,-0.049290063,21,100
Market-Adjusted Model,83124,2023-10-09,-0.038812342,-0.012354546,-0.013204822,21,100
Market-Adjusted Model,83143,2023-10-09,-0.045726256,-0.019356407,-0.020118736,21,100
Market-Adjusted Model,83145,2023-10-09,0.3454545475,0.3624287665,0.371062068,21,100
Market-Adjusted Model,83148,2023-10-09,-0.097014892,-0.067383976,-0.071407371,21,100
Market-Adjusted Model,83149,2023-10-09,0.0714285843,0.1036248613,0.0970361047,21,100
Market-Adjusted Model,83155,2023-10-09,0.0031373652,0.028915714,0.0287448856,21,100
Market-Adjusted Model,83188,2023-10-09,-0.042771368,-0.012870547,-0.017163847,21,100
Market-Adjusted Model,83208,2023-10-09,-0.044824369,-0.01908412,-0.019216848,21,100
Market-Adjusted Model,83209,2023-10-09,-0.034373238,-0.00878234,-0.008765718,21,100
Market-Adjusted Model,83210,2023-10-09,-0.06978055,-0.045627989,-0.04417303,21,100
Market-Adjusted Model,83211,2023-10-09,-0.045360853,-0.020032172,-0.019753333,21,100
Market-Adjusted Model,83212,2023-10-09,-0.047460425,-0.022326322,-0.021852904,21,100
Market-Adjusted Model,83213,2023-10-09,-0.053537941,-0.028586092,-0.027930421,21,100
Market-Adjusted Model,83215,2023-10-09,-0.040594573,-0.015038211,-0.014987052,21,100
Market-Adjusted Model,83217,2023-10-09,-0.041263723,-0.015647538,-0.015656203,21,100
Market-Adjusted Model,83218,2023-10-09,-0.048725549,-0.023877871,-0.023118029,21,100
Market-Adjusted Model,83219,2023-10-09,-0.03016317,-0.003613335,-0.00455565,21,100
Market-Adjusted Model,83220,2023-10-09,-0.048833056,-0.02344786,-0.023225535,21,100
Market-Adjusted Model,83221,2023-10-09,-0.029900276,-0.003872156,-0.004292755,21,100
Market-Adjusted Model,83222,2023-10-09,-0.039614295,-0.013644367,-0.014006775,21,100
Market-Adjusted Model,83223,2023-10-09,-0.110703558,-0.089085471,-0.085096037,21,100
Market-Adjusted Model,83224,2023-10-09,-0.031324151,-0.006276656,-0.005716631,21,100
Market-Adjusted Model,83225,2023-10-09,-0.061650446,-0.037410904,-0.036042925,21,100
Market-Adjusted Model,83233,2023-10-09,-0.056218794,-0.031125076,-0.030611273,21,100
Market-Adjusted Model,83244,2023-10-09,-0.136363681,-0.108810767,-0.11075616,21,100
Market-Adjusted Model,83264,2023-10-09,-0.071998801,-0.04784663,-0.046391281,21,100
Market-Adjusted Model,83272,2023-10-09,-0.043543908,-0.016808545,-0.017936387,21,100
Market-Adjusted Model,83303,2023-10-09,-0.022057279,0.0136505243,0.003550241,21,100
Market-Adjusted Model,83382,2023-10-09,-0.013663991,0.0202867322,0.0119435293,21,100
Market-Adjusted Model,83387,2023-10-09,-0.003429018,0.022574203,0.0221785026,21,100
Market-Adjusted Model,83390,2023-10-09,-0.123339677,-0.101792187,-0.097732156,21,100
Market-Adjusted Model,83391,2023-10-09,-0.573170758,-0.314538561,-0.547563238,21,100
Market-Adjusted Model,83399,2023-10-09,-0.200636975,-0.178061346,-0.175029454,21,100
Market-Adjusted Model,83410,2023-10-09,0.0084883258,0.0387577847,0.0340958463,21,100
Market-Adjusted Model,83411,2023-10-09,-0.010819118,0.0229353309,0.0147884026,21,100
Market-Adjusted Model,83414,2023-10-09,-0.051798559,-0.025202841,-0.026191039,21,100
Market-Adjusted Model,83443,2023-10-09,-0.06474902,-0.04115351,-0.039141499,21,100
Market-Adjusted Model,83445,2023-10-09,-0.008196684,0.0190086598,0.0174108363,21,100
Market-Adjusted Model,83462,2023-10-09,0.0421687082,0.2588109817,0.0677762286,21,100
Market-Adjusted Model,83469,2023-10-09,-0.104242695,-0.082854406,-0.078635175,21,100
Market-Adjusted Model,83486,2023-10-09,-0.323979582,-0.357006127,-0.298372062,21,100
Market-Adjusted Model,83509,2023-10-09,0.0328300763,0.0592369603,0.0584375967,21,100
Market-Adjusted Model,83520,2023-10-09,-0.062879172,-0.03440828,-0.037271651,21,100
Market-Adjusted Model,83534,2023-10-09,-0.051257201,-0.025148324,-0.02564968,21,100
Market-Adjusted Model,83565,2023-10-09,-0.13037638,-0.109543699,-0.104768859,21,100
Market-Adjusted Model,83577,2023-10-09,0.2205882092,0.2597490675,0.2461957297,21,100
Market-Adjusted Model,83597,2023-10-09,-0.009499368,0.0169191972,0.0161081522,21,100
Market-Adjusted Model,83601,2023-10-09,-0.137634781,-0.110707621,-0.112027261,21,100
Market-Adjusted Model,83604,2023-10-09,-0.022246601,0.0047859656,0.0033609193,21,100
Market-Adjusted Model,83621,2023-10-09,-0.089036351,-0.065429826,-0.063428831,21,100
Market-Adjusted Model,83639,2023-10-09,-0.036171772,-0.010388536,-0.010564251,21,100
Market-Adjusted Model,83642,2023-10-09,-0.052901042,-0.025900975,-0.027293522,21,100
Market-Adjusted Model,83651,2023-10-09,0.4511626889,0.4717195025,0.4767702094,21,100
Market-Adjusted Model,83656,2023-10-09,-0.073192237,-0.034892251,-0.047584717,21,100
Market-Adjusted Model,83671,2023-10-09,-0.05072971,-0.024177753,-0.025122189,21,100
Market-Adjusted Model,83683,2023-10-09,-0.043545837,-0.016690634,-0.017938316,21,100
Market-Adjusted Model,83686,2023-10-09,-0.05251141,-0.02694827,-0.02690389,21,100
Market-Adjusted Model,83690,2023-10-09,-0.006949146,0.0204929381,0.0186583746,21,100
Market-Adjusted Model,83728,2023-10-09,0.0584610873,0.0845493325,0.0840686078,21,100
Market-Adjusted Model,83734,2023-10-09,0.0730770024,0.109776805,0.0986845228,21,100
Market-Adjusted Model,83738,2023-10-09,-0.020910456,0.0069408619,0.0046970645,21,100
Market-Adjusted Model,83756,2023-10-09,-0.17674423,-0.156870384,-0.15113671,21,100
Market-Adjusted Model,83762,2023-10-09,-0.24057665,-0.219414466,-0.21496913,21,100
Market-Adjusted Model,83774,2023-10-09,-0.135836168,-0.116538484,-0.110228648,21,100
Market-Adjusted Model,83779,2023-10-09,-0.085956998,-0.061033113,-0.060349478,21,100
Market-Adjusted Model,83799,2023-10-09,0.0327739318,0.0605347394,0.0583814523,21,100
Market-Adjusted Model,83822,2023-10-09,-0.000464264,0.029199054,0.0251432568,21,100
Market-Adjusted Model,83835,2023-10-09,-0.042504635,-0.016704752,-0.016897115,21,100
Market-Adjusted Model,83840,2023-10-09,0.0138248892,0.0607903791,0.0394324096,21,100
Market-Adjusted Model,83844,2023-10-09,-0.220000033,-0.212760723,-0.194392513,21,100
Market-Adjusted Model,83856,2023-10-09,-0.260205722,-0.259958118,-0.234598201,21,100
Market-Adjusted Model,83879,2023-10-09,-0.028846159,-0.000371236,-0.003238638,21,100
Market-Adjusted Model,83883,2023-10-09,-0.034544954,-0.006915794,-0.008937433,21,100
Market-Adjusted Model,83885,2023-10-09,-0.089622612,-0.056983623,-0.064015092,21,100
Market-Adjusted Model,83906,2023-10-09,-0.092373013,-0.066939919,-0.066765493,21,100
Market-Adjusted Model,83909,2023-10-09,-0.010366318,0.0205502387,0.0152412028,21,100
Market-Adjusted Model,83910,2023-10-09,-0.089506161,-0.061097488,-0.06389864,21,100
Market-Adjusted Model,83916,2023-10-09,-0.16228021,-0.145468291,-0.13667269,21,100
Market-Adjusted Model,83969,2023-10-09,-0.060167952,-0.034851903,-0.034560432,21,100
Market-Adjusted Model,83976,2023-10-09,0.1844756092,0.2019533597,0.2100831296,21,100
Market-Adjusted Model,83987,2023-10-09,-0.223813788,-0.20908153,-0.198206268,21,100
Market-Adjusted Model,83989,2023-10-09,-0.111267602,-0.083496923,-0.085660082,21,100
Market-Adjusted Model,84007,2023-10-09,-0.13828526,-0.108556938,-0.11267774,21,100
Market-Adjusted Model,84010,2023-10-09,-0.087625383,-0.0645277,-0.062017863,21,100
Market-Adjusted Model,84032,2023-10-09,-0.026018684,0.0058188999,-0.000411164,21,100
Market-Adjusted Model,84041,2023-10-09,-0.027925537,0.0019641946,-0.002318016,21,100
Market-Adjusted Model,84042,2023-10-09,-0.096163561,-0.071070747,-0.070556041,21,100
Market-Adjusted Model,84062,2023-10-09,0.0169563135,0.0476656583,0.0425638339,21,100
Market-Adjusted Model,84072,2023-10-09,0.0280269036,0.0603878021,0.0536344241,21,100
Market-Adjusted Model,84083,2023-10-09,0.1359130341,0.1690580545,0.1615205545,21,100
Market-Adjusted Model,84084,2023-10-09,0.0833523099,0.1104150556,0.1089598303,21,100
Market-Adjusted Model,84129,2023-10-09,-0.118768312,-0.088971882,-0.093160792,21,100
Market-Adjusted Model,84167,2023-10-09,0.1235059552,0.1457187674,0.1491134757,21,100
Market-Adjusted Model,84172,2023-10-09,-0.176975976,-0.163365717,-0.151368455,21,100
Market-Adjusted Model,84176,2023-10-09,0.0099009785,0.0608811287,0.035508499,21,100
Market-Adjusted Model,84181,2023-10-09,-0.040406764,-0.014528749,-0.014799244,21,100
Market-Adjusted Model,84184,2023-10-09,0.0659536276,0.1124301013,0.0915611481,21,100
Market-Adjusted Model,84207,2023-10-09,-0.059640782,-0.030641394,-0.034033261,21,100
Market-Adjusted Model,84210,2023-10-09,-0.122563626,-0.101974078,-0.096956106,21,100
Market-Adjusted Model,84215,2023-10-09,-0.023452544,0.0062413525,0.0021549764,21,100
Market-Adjusted Model,84234,2023-10-09,-0.014591562,0.0139229512,0.0110159584,21,100
Market-Adjusted Model,84262,2023-10-09,-0.019326213,0.0097211427,0.0062813074,21,100
Market-Adjusted Model,84275,2023-10-09,-0.230238711,-0.176554267,-0.204631191,21,100
Market-Adjusted Model,84302,2023-10-09,-0.656382957,-0.946710591,-0.630775436,21,100
Market-Adjusted Model,84314,2023-10-09,-0.081395379,-0.056195145,-0.055787858,21,100
Market-Adjusted Model,84319,2023-10-09,-0.139488104,-0.119573255,-0.113880583,21,100
Market-Adjusted Model,84321,2023-10-09,-0.534246569,-0.618589128,-0.508639049,21,100
Market-Adjusted Model,84348,2023-10-09,0.0065033047,0.0572067032,0.0321108251,21,100
Market-Adjusted Model,84372,2023-10-09,-0.057266771,-0.028753706,-0.031659251,21,100
Market-Adjusted Model,84373,2023-10-09,-0.010762037,0.0152898429,0.0148454832,21,100
Market-Adjusted Model,84381,2023-10-09,-0.051570866,-0.024042988,-0.025963346,21,100
Market-Adjusted Model,84385,2023-10-09,0.0272030682,0.0540071111,0.0528105887,21,100
Market-Adjusted Model,84386,2023-10-09,-0.052631528,-0.025513083,-0.027024007,21,100
Market-Adjusted Model,84387,2023-10-09,0.0451099531,0.0761740966,0.0707174736,21,100
Market-Adjusted Model,84389,2023-10-09,-0.037481463,-0.010090997,-0.011873942,21,100
Market-Adjusted Model,84392,2023-10-09,-0.116948755,-0.094158217,-0.091341235,21,100
Market-Adjusted Model,84397,2023-10-09,-0.020102625,0.0060313663,0.0055048959,21,100
Market-Adjusted Model,84398,2023-10-09,-0.023140239,0.0024366337,0.0024672817,21,100
Market-Adjusted Model,84403,2023-10-09,-0.013476423,0.0137037374,0.0121310979,21,100
Market-Adjusted Model,84411,2023-10-09,-0.192452815,-0.17825464,-0.166845295,21,100
Market-Adjusted Model,84413,2023-10-09,-0.146666691,-0.115348504,-0.12105917,21,100
Market-Adjusted Model,84419,2023-10-09,-0.021321929,0.0332073973,0.0042855912,21,100
Market-Adjusted Model,84438,2023-10-09,-0.044834967,-0.01846084,-0.019227447,21,100
Market-Adjusted Model,84511,2023-10-09,-0.014117631,0.0232017984,0.0114898899,21,100
Market-Adjusted Model,84516,2023-10-09,0.0166435354,0.0435086986,0.0422510558,21,100
Market-Adjusted Model,84519,2023-10-09,-0.129189654,-0.108819602,-0.103582133,21,100
Market-Adjusted Model,84563,2023-10-09,-0.087226717,-0.063066529,-0.061619197,21,100
Market-Adjusted Model,84566,2023-10-09,-0.009102751,0.0190213622,0.0165047692,21,100
Market-Adjusted Model,84588,2023-10-09,-0.113185795,-0.087247518,-0.087578275,21,100
Market-Adjusted Model,84601,2023-10-09,-0.080000002,-0.050324072,-0.054392481,21,100
Market-Adjusted Model,84603,2023-10-09,0.0846715262,0.1251503862,0.1102790466,21,100
Market-Adjusted Model,84606,2023-10-09,-0.010461514,0.0223062155,0.0151460068,21,100
Market-Adjusted Model,84607,2023-10-09,-0.148467453,-0.11113121,-0.122859933,21,100
Market-Adjusted Model,84621,2023-10-09,-0.018349119,0.0085490237,0.0072584019,21,100
Market-Adjusted Model,84636,2023-10-09,-0.023630378,0.0039043673,0.0019771423,21,100
Market-Adjusted Model,84650,2023-10-09,-0.201298662,-0.182661365,-0.175691141,21,100
Market-Adjusted Model,84656,2023-10-09,0.0038678185,0.0343894045,0.0294753389,21,100
Market-Adjusted Model,84660,2023-10-09,-0.079236349,-0.051386093,-0.053628829,21,100
Market-Adjusted Model,84661,2023-10-09,-0.09512463,-0.070849223,-0.069517109,21,100
Market-Adjusted Model,84723,2023-10-09,0.0585292688,0.085145175,0.0841367893,21,100
Market-Adjusted Model,84725,2023-10-09,0.0068856477,0.034534266,0.0324931682,21,100
Market-Adjusted Model,84737,2023-10-09,0.2012384242,0.2222831401,0.2268459447,21,100
Market-Adjusted Model,84757,2023-10-09,-0.594230766,-0.754586764,-0.568623245,21,100
Market-Adjusted Model,84761,2023-10-09,0.0284287653,0.0545573917,0.0540362858,21,100
Market-Adjusted Model,84767,2023-10-09,-0.056406089,-0.029951704,-0.030798568,21,100
Market-Adjusted Model,84769,2023-10-09,-0.049802011,-0.023928602,-0.024194491,21,100
Market-Adjusted Model,84781,2023-10-09,-0.082062983,-0.059551238,-0.056455463,21,100
Market-Adjusted Model,84788,2023-10-09,-0.019826493,0.0087286933,0.0057810278,21,100
Market-Adjusted Model,84819,2023-10-09,-0.311688278,-0.323973481,-0.286080757,21,100
Market-Adjusted Model,84820,2023-10-09,-0.288395912,-0.280245293,-0.262788392,21,100
Market-Adjusted Model,84825,2023-10-09,0.0037433872,0.031979476,0.0293509076,21,100
Market-Adjusted Model,84827,2023-10-09,0.0231084944,0.0547171297,0.0487160148,21,100
Market-Adjusted Model,84828,2023-10-09,-0.106544303,-0.084750661,-0.080936782,21,100
Market-Adjusted Model,84833,2023-10-09,-0.193170688,-0.181962524,-0.167563168,21,100
Market-Adjusted Model,85002,2023-10-09,-0.071124812,-0.041676395,-0.045517292,21,100
Market-Adjusted Model,85013,2023-10-09,-0.108506355,-0.081644366,-0.082898834,21,100
Market-Adjusted Model,85020,2023-10-09,-0.040787663,-0.013142147,-0.015180143,21,100
Market-Adjusted Model,85035,2023-10-09,-0.060979476,-0.036190312,-0.035371956,21,100
Market-Adjusted Model,85040,2023-10-09,-0.025825698,0.0036965056,-0.000218177,21,100
Market-Adjusted Model,85058,2023-10-09,-0.106828059,-0.081412495,-0.081220539,21,100
Market-Adjusted Model,85059,2023-10-09,-0.101596415,-0.078064174,-0.075988895,21,100
Market-Adjusted Model,85067,2023-10-09,0.0023560262,0.0288446513,0.0279635466,21,100
Market-Adjusted Model,85072,2023-10-09,0.0416831904,0.0683254033,0.0672907108,21,100
Market-Adjusted Model,85077,2023-10-09,0.3312500673,0.347953552,0.3568575878,21,100
Market-Adjusted Model,85081,2023-10-09,-0.013856761,0.0133410837,0.0117507592,21,100
Market-Adjusted Model,85082,2023-10-09,-0.075334909,-0.051168034,-0.049727388,21,100
Market-Adjusted Model,85168,2023-10-09,-0.097147962,-0.071587974,-0.071540442,21,100
Market-Adjusted Model,85172,2023-10-09,-0.056680203,-0.030222896,-0.031072683,21,100
Market-Adjusted Model,85176,2023-10-09,-0.065720915,-0.038794523,-0.040113394,21,100
Market-Adjusted Model,85177,2023-10-09,-0.0571429,-0.02349599,-0.031535379,21,100
Market-Adjusted Model,85198,2023-10-09,-0.007956822,0.0206172393,0.0176506988,21,100
Market-Adjusted Model,85205,2023-10-09,0.0436781767,0.0692576678,0.0692856972,21,100
Market-Adjusted Model,85234,2023-10-09,0.086190946,0.1108702205,0.1117984665,21,100
Market-Adjusted Model,85246,2023-10-09,-0.12996442,-0.110849511,-0.104356899,21,100
Market-Adjusted Model,85254,2023-10-09,-0.068441089,-0.043148672,-0.042833568,21,100
Market-Adjusted Model,85257,2023-10-09,-0.071211942,-0.046971051,-0.045604421,21,100
Market-Adjusted Model,85259,2023-10-09,-0.063661343,-0.035239042,-0.038053822,21,100
Market-Adjusted Model,85261,2023-10-09,-0.117766085,-0.095664845,-0.092158564,21,100
Market-Adjusted Model,85265,2023-10-09,-0.154569023,-0.129768412,-0.128961502,21,100
Market-Adjusted Model,85269,2023-10-09,-0.100089542,-0.075410831,-0.074482022,21,100
Market-Adjusted Model,85272,2023-10-09,-0.264181909,-0.2544592,-0.238574388,21,100
Market-Adjusted Model,85285,2023-10-09,0.0092450536,0.0432051069,0.0348525741,21,100
Market-Adjusted Model,85293,2023-10-09,-0.014925359,0.0108115192,0.0106821618,21,100
Market-Adjusted Model,85299,2023-10-09,0.0595523102,0.0855652554,0.0851598306,21,100
Market-Adjusted Model,85332,2023-10-09,0.0033684182,0.030311873,0.0289759386,21,100
Market-Adjusted Model,85339,2023-10-09,-0.084637952,-0.062126294,-0.059030432,21,100
Market-Adjusted Model,85346,2023-10-09,0.0506329208,0.0772009627,0.0762404413,21,100
Market-Adjusted Model,85348,2023-10-09,-0.049919984,-0.024568757,-0.024312463,21,100
Market-Adjusted Model,85372,2023-10-09,-0.125578359,-0.105316984,-0.099970839,21,100
Market-Adjusted Model,85377,2023-10-09,-0.038091358,0.063370571,-0.012483838,21,100
Market-Adjusted Model,85390,2023-10-09,0.0893484552,0.1355153249,0.1149559757,21,100
Market-Adjusted Model,85394,2023-10-09,-0.040778011,-0.015801697,-0.01517049,21,100
Market-Adjusted Model,85397,2023-10-09,-0.107709732,-0.086282422,-0.082102212,21,100
Market-Adjusted Model,85399,2023-10-09,0.2562814024,0.2697461509,0.2818889229,21,100
Market-Adjusted Model,85401,2023-10-09,0.1146496722,0.1368239498,0.1402571927,21,100
Market-Adjusted Model,85414,2023-10-09,-0.162571171,-0.148798309,-0.13696365,21,100
Market-Adjusted Model,85418,2023-10-09,-0.02281484,0.0037104994,0.00279268,21,100
Market-Adjusted Model,85419,2023-10-09,-0.077852112,-0.051259595,-0.052244592,21,100
Market-Adjusted Model,85424,2023-10-09,-0.111231491,-0.085891021,-0.085623971,21,100
Market-Adjusted Model,85425,2023-10-09,-0.03302289,-0.007577622,-0.00741537,21,100
Market-Adjusted Model,85426,2023-10-09,0.052323382,0.0792498696,0.0779309025,21,100
Market-Adjusted Model,85427,2023-10-09,-0.075367196,-0.047766277,-0.049759676,21,100
Market-Adjusted Model,85440,2023-10-09,-0.16742767,-0.15240361,-0.141820149,21,100
Market-Adjusted Model,85442,2023-10-09,0.0638720405,0.0898787231,0.0894795609,21,100
Market-Adjusted Model,85449,2023-10-09,-0.028715551,-0.002985332,-0.00310803,21,100
Market-Adjusted Model,85459,2023-10-09,-0.020249014,0.0064824984,0.0053585068,21,100
Market-Adjusted Model,85464,2023-10-09,-0.021402731,0.0053221229,0.0042047893,21,100
Market-Adjusted Model,85467,2023-10-09,-0.237621734,-0.227358018,-0.212014213,21,100
Market-Adjusted Model,85472,2023-10-09,-0.140367357,-0.122978912,-0.114759837,21,100
Market-Adjusted Model,85488,2023-10-09,0.0088971298,0.037326196,0.0345046502,21,100
Market-Adjusted Model,85502,2023-10-09,-0.191193517,-0.171652079,-0.165585996,21,100
Market-Adjusted Model,85517,2023-10-09,-0.060981956,-0.033480966,-0.035374436,21,100
Market-Adjusted Model,85526,2023-10-09,-0.308823517,-0.291932962,-0.283215996,21,100
Market-Adjusted Model,85539,2023-10-09,-0.489393339,-0.575647913,-0.463785818,21,100
Market-Adjusted Model,85540,2023-10-09,-0.016666754,0.0247920733,0.0089407668,21,100
Market-Adjusted Model,85567,2023-10-09,-0.079142054,-0.039791367,-0.053534533,21,100
Market-Adjusted Model,85570,2023-10-09,-0.17629177,-0.15988325,-0.150684249,21,100
Market-Adjusted Model,85586,2023-10-09,-0.005124946,0.0216120937,0.0204825748,21,100
Market-Adjusted Model,85592,2023-10-09,-0.116244428,-0.095882116,-0.090636907,21,100
Market-Adjusted Model,85593,2023-10-09,-0.07228091,-0.047519499,-0.046673389,21,100
Market-Adjusted Model,85602,2023-10-09,-0.103734433,-0.079444235,-0.078126913,21,100
Market-Adjusted Model,85604,2023-10-09,-0.026569034,0.0002140171,-0.000961514,21,100
Market-Adjusted Model,85621,2023-10-09,-0.082961379,-0.057505991,-0.057353858,21,100
Market-Adjusted Model,85627,2023-10-09,-0.071210579,-0.043123267,-0.045603059,21,100
Market-Adjusted Model,85631,2023-10-09,-0.021172278,0.0064465909,0.0044352424,21,100
Market-Adjusted Model,85636,2023-10-09,-0.09642992,-0.073607693,-0.0708224,21,100
Market-Adjusted Model,85645,2023-10-09,-0.091893978,-0.069784378,-0.066286457,21,100
Market-Adjusted Model,85653,2023-10-09,-0.091533153,-0.065601262,-0.065925633,21,100
Market-Adjusted Model,85656,2023-10-09,-0.052294099,-0.027099216,-0.026686578,21,100
Market-Adjusted Model,85663,2023-10-09,-0.05633641,-0.027259993,-0.030728889,21,100
Market-Adjusted Model,85686,2023-10-09,-0.142307653,-0.119799092,-0.116700132,21,100
Market-Adjusted Model,85705,2023-10-09,-0.064742154,-0.039016355,-0.039134633,21,100
Market-Adjusted Model,85710,2023-10-09,-0.086752593,-0.0628583,-0.061145072,21,100
Market-Adjusted Model,85724,2023-10-09,0.0348906083,0.0619471441,0.0604981288,21,100
Market-Adjusted Model,85725,2023-10-09,-0.03642987,-0.008371444,-0.01082235,21,100
Market-Adjusted Model,85726,2023-10-09,0.0176887447,0.0456794013,0.0432962651,21,100
Market-Adjusted Model,85731,2023-10-09,0.0342679869,0.0641181845,0.0598755073,21,100
Market-Adjusted Model,85738,2023-10-09,-0.047040137,-0.017290056,-0.021432617,21,100
Market-Adjusted Model,85741,2023-10-09,-0.04886367,-0.020726714,-0.023256149,21,100
Market-Adjusted Model,85744,2023-10-09,-0.105263129,-0.05315108,-0.079655608,21,100
Market-Adjusted Model,85751,2023-10-09,0.0077605678,0.0344296921,0.0333680882,21,100
Market-Adjusted Model,85753,2023-10-09,0.0335469495,0.0590219308,0.05915447,21,100
Market-Adjusted Model,85757,2023-10-09,-0.012048187,0.0591168306,0.0135593335,21,100
Market-Adjusted Model,85763,2023-10-09,-0.067028717,-0.041744025,-0.041421196,21,100
Market-Adjusted Model,85765,2023-10-09,-0.029665197,-0.004498304,-0.004057676,21,100
Market-Adjusted Model,85768,2023-10-09,-0.076715213,-0.049717596,-0.051107692,21,100
Market-Adjusted Model,85789,2023-10-09,-0.05518232,-0.025397166,-0.0295748,21,100
Market-Adjusted Model,85792,2023-10-09,-0.121566641,-0.098432307,-0.095959121,21,100
Market-Adjusted Model,85796,2023-10-09,-0.044734057,-0.015665852,-0.019126537,21,100
Market-Adjusted Model,85860,2023-10-09,-0.024971652,0.0028115611,0.0006358687,21,100
Market-Adjusted Model,85863,2023-10-09,0.0192995899,0.0477466995,0.0449071104,21,100
Market-Adjusted Model,85875,2023-10-09,0.003085621,0.0295289074,0.0286931414,21,100
Market-Adjusted Model,85883,2023-10-09,0.0007841852,0.0323074246,0.0263917056,21,100
Market-Adjusted Model,85886,2023-10-09,-0.028221321,-0.001485222,-0.002613801,21,100
Market-Adjusted Model,85889,2023-10-09,-0.113131881,-0.090984676,-0.087524361,21,100
Market-Adjusted Model,85903,2023-10-09,0.0033241781,0.0330457988,0.0289316986,21,100
Market-Adjusted Model,85905,2023-10-09,-0.023464672,0.0017363938,0.0021428486,21,100
Market-Adjusted Model,85913,2023-10-09,-0.02942993,-0.002271634,-0.00382241,21,100
Market-Adjusted Model,85914,2023-10-09,-0.015162498,0.0116825792,0.0104450226,21,100
Market-Adjusted Model,85916,2023-10-09,-0.076040942,-0.052986105,-0.050433422,21,100
Market-Adjusted Model,85918,2023-10-09,-0.059905983,-0.035902608,-0.034298463,21,100
Market-Adjusted Model,85925,2023-10-09,-0.004294582,0.022932039,0.0213129386,21,100
Market-Adjusted Model,85926,2023-10-09,-0.090098698,-0.064142038,-0.064491177,21,100
Market-Adjusted Model,85935,2023-10-09,-0.120058763,-0.095865755,-0.094451243,21,100
Market-Adjusted Model,85942,2023-10-09,-0.043205431,-0.017893341,-0.017597911,21,100
Market-Adjusted Model,85945,2023-10-09,-0.018601386,0.007906628,0.0070061344,21,100
Market-Adjusted Model,85953,2023-10-09,-0.182763696,-0.157702384,-0.157156176,21,100
Market-Adjusted Model,85966,2023-10-09,-0.019467268,0.0068421796,0.0061402522,21,100
Market-Adjusted Model,85972,2023-10-09,-0.052211912,-0.027704822,-0.026604392,21,100
Market-Adjusted Model,85992,2023-10-09,-0.051684253,-0.024105891,-0.026076733,21,100
